,Season,AccountNumber,SingleGameTickets,PartialPlanTickets,GroupTickets,STM,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement
132,2023,133,3,0,0,0,11.0,1,A,9.0,218.0,Medium
133,2023,134,2,0,0,0,185.5,1,Limited Data,44.0,,High
134,2023,135,0,20,0,0,166.6,8,F,9.0,726.0,Medium
135,2023,136,4,0,0,0,34.0,1,D,4.0,308.0,Medium
136,2023,137,0,0,0,1,36.0,19,D,2.0,505.0,Low
137,2023,138,0,0,4,0,52.0,1,A,23.0,468.0,Low
138,2023,139,1,0,0,0,71.0,1,A,4.0,460.0,Medium
139,2023,140,3,0,0,0,70.0,1,B,6.0,195.0,Low
140,2023,141,1,0,0,0,32.0,1,A,9.0,629.0,High
141,2023,142,2,0,0,0,167.0,1,F,9.0,961.0,Medium
142,2023,143,2,0,0,0,63.53,1,D,6.0,446.0,Medium
143,2023,144,5,0,0,0,159.4,1,G,33.0,929.0,Low
144,2023,145,0,0,4,0,54.0,1,A,6.0,442.0,Medium
145,2023,146,0,0,2,0,72.0,1,C,78.0,521.0,Medium
146,2023,147,2,0,0,0,272.0,1,A,46.0,447.0,High
147,2023,148,5,0,0,0,20.0,1,A,18.0,420.0,Medium
148,2023,149,1,0,0,0,73.0,1,B,15.0,886.0,High
149,2023,150,2,0,0,0,116.0,1,A,70.0,894.0,Low
150,2023,151,0,0,2,0,117.0,1,B,4.0,632.0,High
151,2023,152,2,0,0,0,99.0,1,B,117.0,881.0,Medium
152,2023,153,1,0,0,0,27.0,1,A,738.0,740.0,Low
153,2023,154,4,0,0,0,9.25,0,A,70.0,885.0,Medium
154,2023,155,2,0,0,0,312.0,2,C,243.0,963.0,Medium
155,2023,156,0,0,2,0,128.0,0,A,33.0,406.0,Medium
156,2023,157,4,0,0,0,53.0,2,B,25.0,453.0,Medium
157,2023,158,0,0,4,0,25.0,1,E,10.0,615.0,Medium
158,2023,159,0,0,13,0,104.0,1,D,83.0,647.0,High
159,2023,160,1,0,0,0,25.0,1,F,64.0,918.0,High
160,2023,161,3,0,0,0,3.0,1,A,4.0,484.0,Medium
161,2023,162,4,0,0,0,20.0,1,A,47.0,868.0,Medium
162,2023,163,4,0,0,0,85.0,1,C,1.0,794.0,Medium
163,2023,164,2,0,0,0,42.0,1,A,35.0,871.0,Medium
164,2023,165,2,0,0,0,60.0,1,A,20.0,936.0,Medium
165,2023,166,4,0,0,0,6.0,1,D,82.0,476.0,Medium
166,2023,167,3,0,0,0,37.0,1,D,13.0,864.0,Low
167,2023,168,0,0,0,0,5.0,1,B,4.0,711.0,Medium
168,2023,169,2,0,0,0,138.0,1,A,73.0,537.0,Low
169,2023,170,0,0,50,0,40.0,1,F,7.0,892.0,Medium
170,2023,171,2,0,0,0,91.0,1,A,86.0,404.0,Medium
171,2023,172,0,0,2,0,19.0,0,A,3.0,898.0,Medium
172,2023,173,8,0,0,0,20.75,1,D,84.0,703.0,Medium
173,2023,174,4,0,0,0,45.0,1,A,12.0,886.0,Medium
174,2023,175,0,0,4,0,128.0,1,C,10.0,694.0,Medium
175,2023,176,0,0,0,1,329.0,0,D,14.0,509.0,Medium
176,2023,177,3,0,0,0,57.0,1,B,7.0,546.0,High
177,2023,178,3,0,0,0,73.0,1,A,4.0,820.0,High
178,2023,179,1,0,0,0,117.0,1,Limited Data,23.0,504.0,Low
179,2023,180,0,0,6,0,7.0,0,A,8.0,567.0,Medium
180,2023,181,0,0,14,0,33.0,1,D,11.0,366.0,High
181,2023,182,2,0,0,0,55.0,1,D,2.0,715.0,Medium
182,2023,183,0,0,10,0,137.0,1,F,34.0,713.0,Low
183,2023,184,4,0,0,0,152.0,1,B,4.0,340.0,Low
184,2023,185,1,0,0,0,0.0,1,B,158.0,937.0,Medium
185,2023,186,2,0,0,0,82.0,1,D,15.0,531.0,Medium
186,2023,187,3,0,0,0,125.0,1,D,77.0,333.0,High
187,2023,188,4,0,0,0,49.0,1,B,13.0,812.0,High
188,2023,189,4,0,0,0,55.0,1,C,3.0,539.0,Medium
189,2023,190,0,0,2,0,45.0,1,E,2.0,373.0,Medium
190,2023,191,2,0,0,0,73.0,1,A,29.0,442.0,Low
191,2023,192,0,45,0,0,81.555555,8,G,7.0,413.0,Medium
192,2023,193,2,0,0,0,14.549999999999995,1,A,2.0,469.0,Medium
193,2023,194,0,0,0,0,12.0,1,D,6.0,373.0,Medium
194,2023,195,2,0,0,0,80.0,1,B,3.0,285.0,High
195,2023,196,0,0,1,0,21.0,0,A,6.0,448.0,High
196,2023,197,1,0,0,0,122.0,1,A,103.0,937.0,High
197,2023,198,4,0,0,0,100.0,1,C,1.0,878.0,High
198,2023,199,0,0,6,0,56.0,1,F,81.0,963.0,Medium
199,2023,200,2,0,0,0,10.0,1,D,22.0,251.0,Low
200,2023,201,0,0,6,0,146.333333,2,D,78.0,912.0,High
201,2023,202,5,0,0,0,140.0,1,D,28.0,931.0,High
202,2023,203,3,0,0,0,26.0,1,C,1226.0,930.0,Low
203,2023,204,2,0,0,0,62.0,1,B,68.0,863.0,Medium
204,2023,205,0,0,2,0,33.0,0,A,2.0,932.0,Medium
205,2023,206,1,0,0,0,42.0,1,D,13.0,898.0,Medium
206,2023,207,0,0,5,0,45.0,1,A,15.0,414.0,Low
207,2023,208,0,0,3,0,25.666666,1,A,60.0,277.0,Medium
208,2023,209,0,0,4,0,17.25,1,C,6.0,432.0,Low
209,2023,210,4,0,0,0,56.0,1,A,145.0,440.0,High
210,2023,211,0,0,3,0,75.0,1,A,2.0,313.0,Low
211,2023,212,2,0,0,0,29.0,1,A,47.0,441.0,Low
212,2023,213,1,0,0,0,9.159999999999997,1,D,7.0,851.0,Medium
213,2023,214,2,0,0,0,20.0,1,F,33.0,940.0,High
214,2023,215,3,0,0,0,272.0,1,D,7.0,705.0,Low
215,2023,216,4,0,0,0,65.0,2,A,8.0,750.0,Low
216,2023,217,3,0,0,0,22.0,0,D,3.0,475.0,Medium
217,2023,218,1,0,0,0,74.0,0,B,62.0,329.0,Medium
218,2023,219,0,0,1,0,105.0,0,A,5.0,316.0,High
219,2023,220,4,0,0,0,15.0,0,D,1.0,271.0,Medium
220,2023,221,0,0,3,0,33.0,1,D,4.0,767.0,Medium
221,2023,222,0,0,5,0,51.0,1,B,6.0,532.0,High
222,2023,223,2,0,0,0,44.0,1,A,27.0,828.0,Medium
223,2023,224,0,0,2,0,76.0,1,D,4.0,395.0,Low
224,2023,225,4,0,0,0,68.0,1,C,10.0,277.0,Low
225,2023,226,0,0,2,0,24.0,1,Limited Data,20.0,598.0,High
226,2023,227,3,0,0,0,46.0,1,A,74.0,567.0,High
227,2023,228,3,0,0,0,87.0,1,A,6.0,297.0,Medium
228,2023,229,3,0,0,0,80.0,1,E,49.0,937.0,Medium
229,2023,230,0,0,3,0,7.0,1,A,4.0,561.0,Low
230,2023,231,2,0,0,0,110.0,1,D,15.0,513.0,Low
231,2023,232,0,0,2,0,134.0,1,A,9.0,200.0,Medium
232,2023,233,1,0,0,0,14.0,1,C,19.0,905.0,Medium
233,2023,234,0,0,0,0,37.0,0,A,6.0,967.0,Low
234,2023,235,0,0,3,0,33.0,1,B,33.0,893.0,Low
235,2023,236,0,0,4,0,64.0,1,E,81.0,759.0,Low
236,2023,237,2,0,0,0,153.0,1,E,4.0,933.0,Low
237,2023,238,2,0,0,0,233.0,1,A,12.0,274.0,High
238,2023,239,0,0,5,0,75.0,1,D,34.0,675.0,Medium
239,2023,240,2,0,0,0,130.0,1,B,29.0,216.0,Medium
240,2023,241,2,0,0,0,83.0,1,D,6.0,397.0,High
241,2023,242,0,0,2,0,5.0,1,A,34.0,548.0,Medium
242,2023,243,8,0,0,0,30.129999999999995,1,A,65.0,411.0,Medium
243,2023,244,2,0,0,0,80.0,0,A,26.0,322.0,High
244,2023,245,2,0,0,0,42.0,1,E,6.0,951.0,Medium
245,2023,246,0,20,0,0,92.7,8,A,12.0,507.0,Medium
246,2023,247,0,0,4,0,116.0,1,A,35.0,332.0,Low
247,2023,248,0,0,4,0,119.0,1,B,95.0,530.0,High
248,2023,249,0,0,3,0,30.0,0,A,4.0,390.0,Low
249,2023,250,0,0,1,0,102.0,1,A,12.0,533.0,Medium
250,2023,251,4,0,0,0,111.0,1,Limited Data,13.0,496.0,Medium
251,2023,252,0,0,3,0,3.0,1,B,24.0,387.0,Low
252,2023,253,0,0,2,0,66.0,1,A,53.0,419.0,Low
253,2023,254,0,0,2,0,18.0,1,C,2.0,546.0,Medium
254,2023,255,0,0,2,0,76.0,1,B,43.0,393.0,Medium
255,2023,256,5,0,0,0,128.0,1,A,9.0,459.0,Medium
256,2023,257,0,0,2,0,77.0,1,A,7.0,765.0,High
257,2023,258,4,0,0,0,37.0,1,A,55.0,378.0,High
258,2023,259,0,0,3,0,45.0,1,A,12.0,572.0,Low
259,2023,260,4,0,0,0,52.0,1,B,20.0,611.0,Medium
260,2023,261,0,0,0,0,557.0,1,A,19.0,502.0,Low
261,2023,262,0,0,4,0,56.0,1,A,6.0,292.0,Medium
262,2023,263,4,0,0,0,82.4975,0,A,79.0,944.0,Medium
263,2023,264,2,0,0,0,50.0,1,C,13.0,880.0,Low
264,2023,265,0,0,0,0,13.0,1,D,26.0,877.0,Medium
265,2023,266,0,0,4,0,70.0,1,A,20.0,217.0,Medium
266,2023,267,2,0,0,0,24.0,1,D,20.0,928.0,Medium
267,2023,268,0,0,4,0,115.0,1,B,7.0,878.0,Medium
268,2023,269,4,0,0,0,74.0,1,A,9.0,362.0,Low
269,2023,270,0,0,2,0,13.0,1,C,1.0,879.0,Medium
270,2023,271,0,0,5,0,20.0,1,A,4.0,254.0,Low
271,2023,272,2,0,0,0,148.0,1,A,44.0,379.0,Medium
272,2023,273,3,0,0,0,12.0,1,A,27.0,261.0,Low
273,2023,274,2,0,0,0,178.0,1,A,77.0,531.0,High
274,2023,275,2,0,0,0,57.0,1,D,2.0,765.0,Low
275,2023,276,0,0,3,0,77.0,1,Limited Data,,,Medium
276,2023,277,0,0,5,0,53.0,1,A,11.0,660.0,Medium
277,2023,278,1,0,0,0,46.0,1,B,30.0,918.0,Medium
278,2023,279,0,0,3,0,15.333333000000003,0,B,10.0,316.0,Medium
279,2023,280,2,0,0,0,57.0,1,E,58.0,566.0,Medium
280,2023,281,4,0,0,0,18.0,0,A,9.0,526.0,Medium
281,2023,282,2,0,0,0,18.0,1,D,74.0,856.0,Medium
282,2023,283,2,0,0,0,53.0,0,A,9.0,633.0,High
283,2023,284,0,0,5,0,46.6,1,A,34.0,466.0,Low
284,2023,285,0,0,5,0,18.0,1,B,39.0,458.0,Medium
285,2023,286,1,0,0,0,31.0,1,C,51.0,931.0,High
286,2023,287,0,0,3,0,83.0,1,A,30.0,654.0,High
287,2023,288,1,0,0,0,117.0,1,A,76.0,404.0,Medium
288,2023,289,3,0,0,0,101.0,1,C,85.0,944.0,Medium
289,2023,290,3,0,0,0,158.0,1,B,6.0,349.0,Medium
290,2023,291,1,0,0,0,116.0,1,A,23.0,592.0,Medium
291,2023,292,2,0,0,0,88.0,1,C,1686.0,528.0,High
292,2023,293,2,0,0,0,13.0,1,B,4.0,915.0,High
293,2023,294,2,0,0,0,5.0,1,A,64.0,809.0,Low
294,2023,295,3,0,0,0,106.0,1,D,0.0,705.0,Medium
295,2023,296,3,0,0,0,82.0,1,G,19.0,540.0,Low
296,2023,297,2,0,0,0,53.0,1,C,92.0,532.0,Low
297,2023,298,3,0,0,0,86.0,1,A,128.0,748.0,High
298,2023,299,3,0,0,0,165.0,1,D,1735.0,927.0,Medium
299,2023,300,0,0,8,0,68.0,1,A,30.0,511.0,Low
300,2023,301,2,0,0,0,77.0,0,A,5.0,420.0,Medium
301,2023,302,0,4,2,0,42.666666,3,B,383.0,751.0,Low
302,2023,303,3,0,0,0,113.0,1,A,15.0,581.0,Medium
303,2023,304,0,0,4,0,58.0,1,A,10.0,786.0,Medium
304,2023,305,1,0,0,0,125.0,1,B,70.0,396.0,Low
305,2023,306,3,0,0,0,99.0,1,D,2.0,921.0,Low
306,2023,307,1,0,0,0,45.0,1,D,3.0,457.0,Medium
307,2023,308,3,0,0,0,49.0,1,D,85.0,901.0,Medium
308,2023,309,0,0,4,0,62.0,1,A,15.0,829.0,Low
309,2023,310,0,0,2,0,68.5,1,B,6.0,546.0,Medium
310,2023,311,3,0,0,0,97.0,1,F,58.0,947.0,High
311,2023,312,2,0,0,0,142.0,1,B,29.0,276.0,High
312,2023,313,4,0,0,0,40.0,1,D,106.0,853.0,High
313,2023,314,4,0,0,0,66.0,1,A,150.0,582.0,Medium
314,2023,315,0,0,1,0,50.0,1,B,41.0,612.0,Medium
315,2023,316,5,0,0,0,50.0,1,D,74.0,550.0,Medium
316,2023,317,4,0,0,0,77.0,1,A,26.0,740.0,Low
317,2023,318,0,0,0,1,84.0,33,G,66.0,950.0,Medium
318,2023,319,0,0,0,0,33.0,1,C,2.0,543.0,Medium
319,2023,320,0,0,4,0,35.0,1,A,79.0,514.0,Medium
320,2023,321,2,0,0,0,63.0,1,D,29.0,499.0,Medium
321,2023,322,4,0,0,0,0.25,1,F,10.0,935.0,Low
322,2023,323,2,0,0,0,9.0,1,B,22.0,553.0,Low
323,2023,324,3,0,0,0,17.0,1,Limited Data,45.0,,Medium
324,2023,325,0,0,5,0,30.0,1,E,20.0,400.0,Medium
325,2023,326,2,0,0,0,193.0,1,A,27.0,306.0,Medium
326,2023,327,4,0,0,0,75.0,1,A,22.0,312.0,Low
327,2023,328,0,0,2,0,48.0,1,Limited Data,74.0,,Medium
328,2023,329,3,0,0,0,130.0,1,A,3.0,953.0,Medium
329,2023,330,0,4,0,0,25.0,1,B,6.0,440.0,Medium
330,2023,331,3,0,0,0,131.0,1,A,33.0,426.0,High
331,2023,332,1,0,0,0,444.0,1,E,23.0,877.0,Medium
332,2023,333,0,0,2,0,59.0,1,B,54.0,437.0,Medium
333,2023,334,0,0,1,0,13.0,1,Limited Data,,,Medium
334,2023,335,0,0,4,0,135.0,1,A,74.0,470.0,Medium
335,2023,336,2,0,0,0,36.0,0,A,45.0,900.0,Medium
336,2023,337,0,0,4,0,1.5,1,D,11.0,766.0,Low
337,2023,338,0,0,2,0,58.0,1,A,10.0,350.0,Medium
338,2023,339,0,0,3,0,89.0,1,B,24.0,422.0,Medium
339,2023,340,0,0,4,0,31.0,1,B,18.0,304.0,High
340,2023,341,2,0,0,0,44.0,1,B,12.0,930.0,High
341,2023,342,0,0,7,0,46.142857,2,D,4.0,448.0,Medium
342,2023,343,2,0,0,0,57.0,1,A,33.0,718.0,Medium
343,2023,344,1,0,0,0,107.0,1,C,1.0,934.0,Medium
344,2023,345,3,0,0,0,51.0,1,B,1.0,569.0,Low
345,2023,346,2,0,0,0,110.0,1,D,1.0,429.0,Medium
346,2023,347,2,0,0,0,39.0,1,C,79.0,875.0,Medium
347,2023,348,1,0,0,0,85.0,1,B,7.0,449.0,Low
348,2023,349,5,0,0,0,77.94800000000001,1,C,11.0,519.0,Medium
349,2023,350,3,0,0,0,177.0,1,A,12.0,488.0,High
350,2023,351,2,0,0,0,28.0,1,D,2.0,859.0,Low
351,2023,352,0,4,0,0,37.666666,1,A,45.0,333.0,High
352,2023,353,1,0,0,0,47.0,1,E,79.0,931.0,Low
353,2023,354,0,0,2,0,91.0,1,C,10.0,272.0,Medium
354,2023,355,4,0,0,0,10.0,1,A,193.0,493.0,Low
355,2023,356,2,0,0,0,7.0,1,Limited Data,90.0,,Low
356,2023,357,0,0,3,0,40.333333,1,B,3.0,667.0,High
357,2023,358,0,0,2,0,54.0,0,A,12.0,396.0,High
358,2023,359,3,0,0,0,129.0,1,B,2.0,339.0,High
359,2023,360,0,0,2,0,18.0,1,A,6.0,372.0,High
360,2023,361,2,0,0,0,75.0,1,D,9.0,941.0,Medium
361,2023,362,0,0,1,0,50.0,1,B,70.0,484.0,High
362,2023,363,3,0,0,0,25.0,1,A,101.0,645.0,High
363,2023,364,0,0,2,0,67.0,0,A,12.0,786.0,Low
364,2023,365,2,0,0,0,152.0,1,A,101.0,411.0,High
365,2023,366,2,0,0,0,49.0,1,G,33.0,350.0,Medium
366,2023,367,0,0,2,0,96.0,1,D,8.0,874.0,Medium
367,2023,368,2,0,2,0,140.5,2,A,3.0,532.0,Low
368,2023,369,2,0,0,0,336.0,1,B,12.0,523.0,Medium
369,2023,370,2,0,0,0,117.0,0,A,3.0,866.0,Medium
370,2023,371,8,0,50,0,22.413793,3,F,9.0,323.0,Medium
371,2023,372,4,0,0,0,119.0,1,D,128.0,458.0,Medium
372,2023,373,2,0,0,0,92.0,1,A,4.0,953.0,High
373,2023,374,0,0,2,0,1.0,0,B,4.0,614.0,Low
374,2023,375,0,0,2,0,118.0,1,B,19.0,457.0,High
375,2023,376,2,0,0,0,119.0,1,A,14.0,321.0,Medium
376,2023,377,1,0,0,0,78.0,1,D,309.0,459.0,Medium
377,2023,378,2,0,0,0,33.0,1,C,4.0,319.0,Low
378,2023,379,2,0,0,0,257.17,1,Limited Data,,,Low
379,2023,380,2,0,0,0,76.0,1,Limited Data,64.0,,Medium
380,2023,381,3,0,0,0,98.0,1,A,208.0,415.0,High
381,2023,382,0,0,4,0,8.0,1,A,9.0,241.0,Medium
382,2023,383,0,20,0,0,82.8,8,D,68.0,456.0,Low
383,2023,384,0,0,3,0,18.0,1,A,33.0,369.0,Low
384,2023,385,0,0,1,0,15.0,0,A,88.0,253.0,High
385,2023,386,0,0,5,0,88.0,0,B,3.0,330.0,Low
386,2023,387,2,0,0,0,121.0,1,A,7.0,550.0,Medium
387,2023,388,2,0,0,0,60.0,1,D,17.0,769.0,Medium
388,2023,389,1,0,0,0,39.0,1,B,69.0,550.0,High
389,2023,390,2,0,0,0,205.0,1,G,56.0,927.0,Medium
390,2023,391,0,20,0,0,142.7,9,F,6.0,917.0,Low
391,2023,392,1,0,0,0,161.0,1,D,20.0,604.0,High
392,2023,393,1,0,0,0,88.0,1,B,1458.0,920.0,Medium
393,2023,394,0,0,5,0,81.0,1,B,4.0,566.0,Medium
394,2023,395,0,0,4,0,88.0,1,B,13.0,547.0,Medium
395,2023,396,5,0,0,0,71.61,1,A,17.0,610.0,Medium
396,2023,397,2,0,0,0,55.0,1,D,13.0,902.0,Medium
397,2023,398,0,0,2,0,53.0,1,A,9.0,852.0,Medium
398,2023,399,2,0,0,0,83.34,1,E,2.0,358.0,Medium
399,2023,400,0,0,2,0,44.0,1,B,11.0,396.0,Medium
400,2023,401,2,0,0,0,69.0,1,D,9.0,636.0,Low
