,Season,AccountNumber,SingleGameTickets,PartialPlanTickets,GroupTickets,STM,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement
15774,2024,15775,2,0,0,0,86.9,1,G,7.0,969.0,High
15775,2024,15776,0,0,0,1,66.0,5,G,9.0,948.0,Medium
15776,2024,15777,0,0,2,0,224.016,0,Limited Data,1.0,,High
15777,2024,15778,0,0,0,1,159.0,23,G,9.0,375.0,Low
15778,2024,15779,0,0,0,1,198.0,0,G,6.0,436.0,Medium
15779,2024,15780,0,0,0,1,334.5,11,G,9.0,937.0,Low
15780,2024,15781,0,0,328,1,95.41769,1,G,0.0,949.0,Medium
15781,2024,15782,0,0,0,1,86.0,8,G,4.0,536.0,High
15782,2024,15783,0,0,2,1,188.783373,11,G,20.0,903.0,Medium
15783,2024,15784,0,0,0,1,69.642857,8,G,6.0,799.0,Medium
15784,2024,15785,0,0,0,1,706.75,0,G,19.0,958.0,Medium
15785,2024,15786,0,0,200,1,159.108108,7,G,21.0,925.0,Medium
15786,2024,15787,0,0,0,1,280.843137,0,F,11.0,584.0,High
15787,2024,15788,0,0,0,1,120.0,6,Limited Data,1.0,,High
15788,2024,15789,0,0,0,1,140.0,1,G,12.0,926.0,Medium
15789,2024,15790,0,0,0,1,325.0,0,G,12.0,606.0,Low
15790,2024,15791,0,0,0,1,158.0,0,C,0.0,500.0,Medium
15791,2024,15792,0,20,0,0,117.0,5,A,58.0,470.0,Medium
15792,2024,15793,0,0,0,1,299.0,10,G,19.0,944.0,Medium
15793,2024,15794,0,0,0,1,322.0,12,G,12.0,647.0,Low
15794,2024,15795,0,0,0,1,34.0,0,G,10.0,450.0,Low
15795,2024,15796,0,0,0,1,145.0,9,G,4.0,937.0,Medium
15796,2024,15797,0,0,0,1,122.0,1,G,7.0,914.0,Medium
15797,2024,15798,4,0,0,0,97.0,2,A,22.0,963.0,Low
15798,2024,15799,0,0,0,1,624.0,0,G,10.0,939.0,Low
15799,2024,15800,0,0,0,1,178.0,0,C,28.0,779.0,Low
15800,2024,15801,0,0,0,1,325.0,0,G,81.0,942.0,Medium
15801,2024,15802,0,0,0,1,295.0,2,G,7.0,971.0,Medium
15802,2024,15803,0,0,0,1,598.0,11,D,19.0,362.0,Medium
15803,2024,15804,0,0,0,1,392.0,6,G,28.0,326.0,Low
15804,2024,15805,0,0,0,1,290.0,5,G,22.0,923.0,Low
15805,2024,15806,0,0,10,1,86.783333,5,G,10.0,446.0,Low
15806,2024,15807,0,0,0,1,152.0,0,G,3.0,968.0,High
15807,2024,15808,0,0,0,1,50.0,14,G,15.0,930.0,Medium
15808,2024,15809,0,0,0,1,24.0,10,A,10.0,913.0,Low
15809,2024,15810,4,0,0,1,71.190476,22,G,3.0,395.0,Medium
15810,2024,15811,0,0,0,1,268.0,0,G,1.0,461.0,High
15811,2024,15812,0,0,0,1,103.0,22,G,6.0,397.0,Medium
15812,2024,15813,0,20,0,0,147.0,6,B,11.0,723.0,High
15813,2024,15814,0,50,0,0,244.6,1,Limited Data,22.0,,High
15814,2024,15815,0,24,0,0,206.0,2,G,11.0,635.0,Medium
15815,2024,15816,0,0,4,1,193.367142,18,G,8.0,946.0,High
15816,2024,15817,0,0,0,1,311.0,3,G,12.0,499.0,High
15817,2024,15818,0,0,0,1,112.0,3,G,18.0,878.0,High
15818,2024,15819,0,0,0,1,187.0,3,G,3.0,933.0,Medium
15819,2024,15820,0,0,24,1,139.301666,7,G,12.0,897.0,High
15820,2024,15821,0,0,0,1,27.0,6,C,6.0,823.0,Medium
15821,2024,15822,0,20,0,0,228.0,6,A,9.0,417.0,Medium
15822,2024,15823,0,0,0,1,239.5,2,D,0.0,942.0,Medium
15823,2024,15824,0,0,0,1,316.0,2,G,73.0,591.0,Medium
15824,2024,15825,0,0,0,1,102.0,4,G,3.0,931.0,Medium
15825,2024,15826,0,30,0,0,144.666666,9,B,12.0,938.0,High
15826,2024,15827,4,0,0,0,196.0,0,F,66.0,433.0,Low
15827,2024,15828,0,0,0,1,165.0,23,G,2.0,348.0,Medium
15828,2024,15829,0,0,0,1,50.0,3,C,9.0,932.0,Low
15829,2024,15830,0,0,0,1,92.482758,9,E,19.0,732.0,High
15830,2024,15831,1,0,0,0,91.0,1,G,12.0,919.0,High
15831,2024,15832,0,0,0,1,407.0,1,Limited Data,1.0,,Low
15832,2024,15833,0,0,16,1,124.923571,0,D,19.0,957.0,Low
15833,2024,15834,0,0,0,1,112.0,8,G,17.0,966.0,High
15834,2024,15835,0,0,0,1,357.0,0,D,12.0,392.0,High
15835,2024,2,2,0,0,0,95.0,0,A,47.0,916.0,High
15836,2024,15836,0,0,2,0,0.0,1,G,9.0,584.0,Low
15837,2024,15837,4,0,0,0,42.0,1,G,10.0,898.0,High
15838,2024,15838,0,0,12,1,130.522727,2,G,19.0,395.0,Low
15839,2024,15839,0,0,0,1,78.0,10,G,79.0,774.0,High
15840,2024,15840,2,0,0,0,238.0,1,A,12.0,496.0,High
15841,2024,15841,0,0,0,1,425.0,8,E,12.0,958.0,Medium
15842,2024,15842,0,26,0,0,289.41923,3,A,94.0,934.0,Low
15843,2024,15843,0,40,0,0,143.0,5,G,44.0,948.0,Medium
15844,2024,15844,0,0,0,1,363.0,2,G,15.0,943.0,Medium
15845,2024,15845,0,20,3,0,67.73913,1,G,9.0,945.0,Low
15846,2024,15846,0,0,3,0,84.44875,2,A,19.0,966.0,Medium
15847,2024,15847,0,0,0,1,43.0,7,C,56.0,501.0,Medium
15848,2024,15848,0,0,0,1,118.0,13,G,15.0,943.0,Medium
15849,2024,15849,0,0,0,0,117.0,2,G,7.0,557.0,Medium
15850,2024,15850,0,0,0,1,102.0,5,G,17.0,925.0,Medium
15851,2024,15851,0,0,20,1,85.717391,2,G,14.0,969.0,Medium
15852,2024,15852,0,0,0,1,183.277108,1,C,50.0,529.0,High
15853,2024,15853,0,0,0,1,40.0,21,G,6.0,870.0,Medium
15854,2024,15854,0,0,4,0,79.0,1,B,19.0,905.0,Low
15855,2024,15855,0,0,0,0,237.0,2,G,9.0,671.0,High
15856,2024,15856,0,4,0,0,55.0,2,Limited Data,21.0,545.0,Medium
15857,2024,15857,2,0,0,1,144.313253,7,G,3.0,926.0,Low
15858,2024,15858,0,0,0,1,185.954716,8,G,4.0,944.0,Medium
15859,2024,15859,2,0,0,0,88.0,1,A,23.0,941.0,High
15860,2024,15860,0,10,0,0,87.0,1,A,3.0,843.0,Medium
15861,2024,15861,0,0,0,1,17.0,10,G,9.0,878.0,Low
15862,2024,15862,0,0,0,1,438.0,10,G,1.0,936.0,High
15863,2024,15863,2,5,0,0,50.714285,3,E,9.0,958.0,Medium
15864,2024,15864,0,0,0,1,90.0,1,G,7.0,930.0,Medium
15865,2024,15865,0,0,0,1,67.0,8,G,17.0,962.0,Medium
15866,2024,15866,0,60,0,0,81.0,6,G,19.0,796.0,High
15867,2024,15867,0,0,0,1,6.0,19,G,66.0,926.0,Medium
15868,2024,15868,0,0,0,1,152.0,1,G,9.0,427.0,Medium
15869,2024,15869,1,20,0,0,191.658536,6,C,54.0,926.0,Medium
15870,2024,15870,0,0,0,1,73.0,8,C,9.0,564.0,Medium
15871,2024,15871,0,0,21,1,66.995688,10,G,4.0,943.0,Medium
15872,2024,15872,0,0,0,1,91.0,1,D,42.0,938.0,Medium
15873,2024,15873,0,0,0,1,274.0,19,G,59.0,464.0,Medium
15874,2024,15874,0,0,0,1,615.928571,5,G,7.0,677.0,Medium
15875,2024,15875,0,0,0,1,139.0,12,G,3.0,475.0,Medium
15876,2024,15876,8,0,0,1,174.575757,1,G,81.0,966.0,Medium
15877,2024,15877,0,0,4,1,75.540238,1,D,4.0,505.0,High
15878,2024,15878,0,22,2,0,117.7925,6,G,7.0,921.0,Medium
15879,2024,15879,1,0,0,0,105.0,1,B,6.0,934.0,Medium
15880,2024,15880,0,0,0,1,98.0,12,G,3.0,434.0,Medium
15881,2024,15881,0,0,0,1,334.0,15,G,18.0,509.0,Medium
15882,2024,15882,0,0,16,1,190.348346,9,G,33.0,920.0,Medium
15883,2024,15883,0,0,0,0,129.19318099999998,1,G,1.0,490.0,Low
15884,2024,15884,0,0,0,1,1466.313253,7,G,1.0,925.0,High
15885,2024,15885,0,0,0,1,290.0,16,G,4.0,748.0,Low
15886,2024,15886,2,0,0,0,84.0,1,A,2.0,904.0,High
15887,2024,15887,6,20,0,0,156.76923,3,G,20.0,966.0,Low
15888,2024,15888,0,0,0,1,100.0,16,G,6.0,478.0,Medium
15889,2024,15889,2,0,0,0,10.0,1,G,10.0,879.0,High
15890,2024,15890,0,0,6,0,85.806666,1,A,13.0,927.0,Medium
15891,2024,15891,0,0,0,1,64.0,12,G,20.0,432.0,High
15892,2024,15892,0,0,0,1,108.0,21,G,88.0,916.0,Low
15893,2024,15893,0,0,24,1,238.236111,4,D,35.0,537.0,Medium
15894,2024,15894,0,0,0,1,151.0,14,E,1.0,453.0,Medium
15895,2024,15895,0,0,2,1,125.114216,19,Limited Data,55.0,,Medium
15896,2024,15896,4,0,10,1,108.215384,5,G,42.0,924.0,High
15897,2024,15897,0,0,9,0,36.82,1,A,10.0,900.0,Medium
15898,2024,15898,4,0,0,1,19.583333,9,G,11.0,913.0,Low
15899,2024,15899,0,0,0,1,53.0,0,G,55.0,875.0,Low
15900,2024,15900,0,0,14,1,89.666626,5,G,7.0,960.0,High
15901,2024,15901,0,0,0,1,129.0,10,G,9.0,931.0,Medium
15902,2024,15902,0,0,10,0,8.630000000000003,0,F,180.0,546.0,Medium
15903,2024,15903,0,0,0,1,339.5,4,F,12.0,939.0,High
15904,2024,15904,0,0,0,1,2238.0,15,F,1.0,964.0,Medium
15905,2024,15905,0,0,0,1,209.0,9,G,1.0,616.0,Low
15906,2024,15906,0,0,0,1,239.22093,12,G,12.0,939.0,Medium
15907,2024,15907,0,20,0,0,148.0,3,A,20.0,881.0,Medium
15908,2024,15908,0,0,0,1,2311.0,1,G,14.0,652.0,High
15909,2024,15909,0,0,0,0,47.0,2,D,2.0,920.0,High
15910,2024,15910,2,0,0,0,105.0,1,A,33.0,935.0,Low
15911,2024,15911,0,0,0,1,227.0,1,G,2.0,910.0,Low
15912,2024,15912,0,40,0,0,155.0,9,G,13.0,922.0,Low
15913,2024,15913,0,0,0,1,180.0,1,G,13.0,579.0,High
15914,2024,15914,0,0,0,1,100.0,4,G,35.0,952.0,Medium
15915,2024,15915,0,0,0,1,121.5,17,G,3.0,510.0,Medium
15916,2024,15916,0,0,0,1,413.0,10,G,30.0,960.0,High
15917,2024,15917,0,0,0,1,89.0,14,G,4.0,951.0,Low
15918,2024,15918,0,0,0,1,123.142857,0,G,47.0,587.0,Medium
15919,2024,15919,2,0,0,0,94.0,1,A,7.0,915.0,Medium
15920,2024,15920,2,0,0,0,45.0,1,A,38.0,893.0,Low
15921,2024,15921,3,0,0,0,112.0,1,A,7.0,959.0,Low
15922,2024,15922,6,0,0,1,4.098590999999999,2,G,83.0,970.0,High
15923,2024,15923,0,0,0,1,55.0,15,G,17.0,941.0,Low
15924,2024,15924,80,0,0,1,360.031956,5,F,7.0,953.0,Medium
15925,2024,15925,0,0,0,1,346.547619,9,G,17.0,466.0,Low
15926,2024,15926,2,0,0,0,47.0,1,B,4.0,927.0,Medium
15927,2024,15927,0,0,0,1,116.0,12,G,7.0,940.0,High
15928,2024,15928,0,0,0,1,72.0,23,G,24.0,409.0,Medium
15929,2024,15929,12,0,0,1,86.30303,6,G,20.0,949.0,Medium
15930,2024,15930,0,0,8,1,342.829047,0,D,1.0,907.0,Medium
15931,2024,15931,0,0,0,1,286.0,19,G,6.0,940.0,Low
15932,2024,15932,0,0,0,1,262.924528,5,G,22.0,900.0,Low
15933,2024,15933,0,0,0,1,135.0,1,G,6.0,848.0,Medium
15934,2024,15934,0,0,0,1,328.953488,6,G,13.0,557.0,Low
15935,2024,15935,5,0,0,0,56.0,1,A,2.0,963.0,Medium
15936,2024,15936,0,0,0,1,61.0,2,G,21.0,605.0,High
15937,2024,15937,0,0,2,0,115.9,0,A,9.0,786.0,Medium
15938,2024,15938,0,0,0,1,143.0,13,E,74.0,404.0,Medium
15939,2024,15939,2,0,0,0,113.22,1,A,10.0,916.0,Medium
15940,2024,15940,0,0,0,1,242.0,3,G,13.0,900.0,High
15941,2024,15941,0,0,0,1,308.0,7,G,12.0,926.0,Low
15942,2024,15942,15,0,0,0,68.333333,2,F,10.0,937.0,Medium
15943,2024,15943,0,0,2,0,299.38,0,Limited Data,1.0,,Medium
15944,2024,15944,0,10,0,0,107.0,5,G,30.0,956.0,Medium
15945,2024,15945,2,0,0,0,93.0,0,A,4.0,525.0,Medium
15946,2024,15946,0,0,0,1,47.0,10,D,10.0,545.0,Low
15947,2024,15947,0,0,0,1,107.0,19,G,9.0,701.0,Low
15948,2024,15948,0,0,4,1,116.095681,15,G,7.0,940.0,Medium
15949,2024,15949,0,0,0,1,141.5,0,G,22.0,955.0,Low
15950,2024,15950,2,0,0,0,2.5,1,Limited Data,18.0,935.0,Medium
15951,2024,15951,0,6,0,0,83.83,1,A,18.0,430.0,Low
15952,2024,15952,8,0,0,1,40.65497,5,G,12.0,947.0,High
15953,2024,15953,0,0,0,1,259.0,4,G,18.0,933.0,Low
15954,2024,15954,0,0,8,1,78.599069,3,G,12.0,947.0,Medium
15955,2024,15955,0,0,0,1,117.279069,15,G,3.0,389.0,Low
15956,2024,15956,10,0,0,0,86.0,1,A,6.0,928.0,Low
15957,2024,15957,0,0,0,1,86.0,1,G,33.0,613.0,High
15958,2024,15958,0,20,0,0,173.0,4,A,66.0,910.0,Low
15959,2024,15959,0,0,0,1,72.0,3,G,75.0,984.0,Medium
15960,2024,15960,0,6,8,0,63.15785700000001,6,G,9.0,388.0,Low
15961,2024,15961,2,0,0,0,63.0,1,C,2.0,916.0,Medium
15962,2024,15962,0,0,0,1,276.0,19,G,30.0,922.0,Low
15963,2024,15963,0,0,0,1,465.0,2,C,2.0,464.0,Low
15964,2024,15964,0,0,0,1,133.0,1,G,6.0,504.0,High
15965,2024,15965,0,0,11,0,94.0,1,A,19.0,910.0,Low
15966,2024,15966,0,0,0,1,84.0,3,G,50.0,950.0,High
15967,2024,15967,0,0,0,1,158.0,10,B,35.0,887.0,Low
15968,2024,15968,0,20,24,0,34.090909,4,C,17.0,332.0,Low
15969,2024,15969,0,0,0,1,61.0,7,G,25.0,554.0,Low
15970,2024,15970,0,0,0,1,328.0,1,G,13.0,529.0,High
15971,2024,15971,0,0,0,1,82.0,22,G,6.0,923.0,Medium
15972,2024,15972,2,0,0,0,68.11,1,B,33.0,945.0,Low
15973,2024,15973,0,0,0,1,119.0,14,G,10.0,952.0,Medium
15974,2024,15974,0,0,0,1,158.0,22,G,9.0,350.0,Medium
15975,2024,15975,0,0,0,1,348.0,2,G,10.0,537.0,Medium
15976,2024,15976,0,40,0,0,106.0,11,G,75.0,935.0,Medium
15977,2024,15977,0,40,0,0,49.0,11,A,52.0,926.0,High
15978,2024,15978,0,0,0,1,119.0,4,G,10.0,968.0,Medium
15979,2024,15979,0,0,0,1,87.0,19,G,11.0,967.0,Low
15980,2024,15980,0,0,0,1,68.0,12,G,2.0,927.0,Medium
15981,2024,15981,4,0,0,0,0.5,1,A,19.0,876.0,High
15982,2024,15982,0,0,11,0,101.708461,2,E,0.0,953.0,Low
15983,2024,15983,0,0,0,1,114.0,23,G,2.0,896.0,High
15984,2024,15984,9,0,0,1,81.95238,15,E,10.0,526.0,Medium
15985,2024,15985,0,0,0,1,102.0,23,G,6.0,448.0,High
15986,2024,15986,0,0,2,0,79.0,1,Limited Data,9.0,,Medium
15987,2024,15987,0,0,0,1,66.0,2,G,36.0,937.0,High
15988,2024,15988,0,0,0,1,111.0,18,G,6.0,952.0,High
15989,2024,15989,8,0,0,1,145.720364,8,G,7.0,947.0,High
15990,2024,15990,1,0,0,0,12.0,1,G,10.0,889.0,Medium
15991,2024,15991,96,0,0,1,31.175572000000003,0,G,87.0,957.0,High
15992,2024,15992,0,0,0,1,44.0,19,G,9.0,636.0,High
15993,2024,15993,0,4,0,0,62.0,2,A,11.0,939.0,Medium
15994,2024,15994,0,0,0,1,159.0,6,G,58.0,580.0,Medium
15995,2024,15995,0,0,0,1,177.0,6,D,3.0,919.0,Medium
15996,2024,15996,0,0,0,1,87.0,6,F,6.0,909.0,Medium
15997,2024,15997,12,0,0,0,49.208333,4,A,7.0,962.0,Low
15998,2024,15998,0,0,0,1,196.344827,0,G,19.0,452.0,Low
15999,2024,15999,2,0,0,0,6.0,1,A,66.0,944.0,Medium
16000,2024,16000,0,0,0,1,26.0,12,G,10.0,684.0,Medium
16001,2024,16001,0,0,0,1,134.0,2,G,3.0,924.0,High
16002,2024,16002,0,0,0,0,100.0,4,G,139.0,934.0,High
16003,2024,16003,3,0,0,0,21.0,2,A,21.0,923.0,High
16004,2024,16004,3,0,0,0,40.75,3,A,7.0,963.0,Low
16005,2024,16005,0,0,10,0,44.53,0,A,18.0,901.0,Medium
16006,2024,16006,0,20,0,0,122.0,5,D,13.0,933.0,Medium
16007,2024,16007,0,0,0,1,47.0,16,G,18.0,928.0,Low
16008,2024,16008,0,0,0,1,154.0,6,G,7.0,946.0,Medium
16009,2024,16009,0,40,0,0,53.0,6,G,3.0,962.0,Medium
16010,2024,16010,0,4,0,0,73.0,1,B,10.0,885.0,Medium
16011,2024,16011,0,0,0,1,153.0,21,G,8.0,536.0,Medium
16012,2024,16012,0,0,0,1,275.0,1,G,12.0,922.0,Medium
16013,2024,16013,0,0,2,1,76.963855,9,G,4.0,940.0,High
16014,2024,16014,0,0,0,1,123.0,7,C,60.0,971.0,High
16015,2024,16015,0,0,0,1,263.107142,1,G,74.0,928.0,Medium
16016,2024,16016,0,0,0,1,75.642857,15,G,22.0,825.0,High
16017,2024,16017,0,0,6,1,94.235319,13,G,24.0,596.0,Low
16018,2024,16018,0,0,0,1,151.604651,4,G,1.0,966.0,Low
16019,2024,16019,0,0,0,1,33.5,1,C,239.0,964.0,Medium
16020,2024,16020,0,0,0,1,146.0,4,G,10.0,673.0,Medium
16021,2024,16021,8,0,0,1,91.363636,4,G,30.0,959.0,Medium
16022,2024,16022,4,28,0,0,143.27625,3,G,68.0,872.0,Medium
16023,2024,16023,20,0,8,0,63.175714,3,B,11.0,971.0,Medium
16024,2024,16024,0,0,0,1,105.0,0,G,24.0,286.0,Medium
16025,2024,16025,40,0,0,1,205.492957,4,G,2.0,950.0,Medium
16026,2024,16026,2,0,0,0,27.0,1,A,22.0,840.0,Medium
16027,2024,16027,0,0,0,1,10.0,9,G,10.0,857.0,Low
16028,2024,16028,0,0,2,0,47.21,0,A,6.0,689.0,Medium
16029,2024,16029,0,0,0,1,78.0,0,G,75.0,968.0,Medium
16030,2024,16030,0,0,0,1,371.325581,1,G,6.0,,Low
16031,2024,16031,0,0,0,1,200.0,0,G,107.0,889.0,Medium
16032,2024,16032,0,0,3,0,99.0,1,B,28.0,314.0,Low
16033,2024,16033,14,0,0,0,92.857142,2,B,12.0,903.0,High
16034,2024,16034,0,0,0,1,238.0,7,G,17.0,930.0,Low
16035,2024,16035,0,0,0,1,70.0,3,D,19.0,918.0,Medium
16036,2024,16036,0,0,0,1,34.0,15,G,4.0,873.0,High
16037,2024,16037,0,10,0,0,116.0,6,C,6.0,953.0,Medium
16038,2024,16038,0,0,0,1,36.0,0,G,10.0,950.0,Low
16039,2024,16039,0,0,0,1,87.0,3,D,6.0,928.0,Low
16040,2024,16040,5,0,0,0,125.7,0,A,4.0,820.0,High
16041,2024,16041,0,6,0,0,43.0,1,Limited Data,78.0,966.0,High
16042,2024,16042,2,0,0,0,165.0,1,A,21.0,936.0,High
16043,2024,16043,2,0,0,0,40.0,1,A,10.0,938.0,Medium
